   5.2238e-04  -3.0722e+00
   1.1511e-03  -2.5644e+00
   4.6342e-03  -2.4995e+00
   6.7153e-03  -2.4247e+00
   7.8203e-03  -2.3472e+00
   1.0337e-02  -2.2751e+00
   1.1902e-02  -2.2598e+00
   1.3283e-02  -2.2529e+00
   1.5403e-02  -2.2285e+00
   1.5487e-02  -2.2220e+00
   1.6983e-02  -2.1763e+00
   1.9578e-02  -2.1746e+00
   2.0536e-02  -2.1573e+00
   2.2513e-02  -2.1565e+00
   2.4434e-02  -2.0995e+00
   2.5228e-02  -2.0992e+00
   2.8674e-02  -2.0858e+00
   2.9220e-02  -2.0676e+00
   3.0541e-02  -2.0649e+00
   3.0890e-02  -2.0516e+00
   3.1833e-02  -2.0340e+00
   3.1991e-02  -2.0284e+00
   3.2601e-02  -1.9539e+00
   3.3604e-02  -1.9445e+00
   3.4446e-02  -1.9201e+00
   3.5712e-02  -1.9195e+00
   3.5763e-02  -1.9092e+00
   3.6563e-02  -1.9071e+00
   3.7235e-02  -1.9068e+00
   3.7739e-02  -1.9024e+00
   4.2431e-02  -1.8443e+00
   4.2652e-02  -1.8301e+00
   4.3024e-02  -1.7807e+00
   4.4454e-02  -1.7684e+00
   4.6171e-02  -1.7558e+00
   4.6351e-02  -1.7423e+00
   4.8447e-02  -1.7389e+00
   4.9533e-02  -1.7136e+00
   4.9654e-02  -1.7129e+00
   5.1332e-02  -1.6848e+00
   5.2078e-02  -1.6656e+00
   5.2677e-02  -1.6625e+00
   5.3754e-02  -1.6394e+00
   5.3950e-02  -1.6364e+00
   5.4239e-02  -1.6354e+00
   5.4974e-02  -1.6338e+00
   5.6705e-02  -1.6333e+00
   5.9403e-02  -1.6250e+00
   5.9619e-02  -1.6165e+00
   5.9780e-02  -1.6149e+00
   6.0019e-02  -1.5861e+00
   6.0471e-02  -1.5729e+00
   6.1591e-02  -1.5685e+00
   6.2045e-02  -1.5650e+00
   6.3405e-02  -1.5559e+00
   6.3591e-02  -1.5518e+00
   6.4187e-02  -1.5512e+00
   6.7993e-02  -1.5438e+00
   6.8806e-02  -1.5322e+00
   7.1445e-02  -1.5312e+00
   7.1453e-02  -1.5180e+00
   7.2885e-02  -1.5163e+00
   7.3995e-02  -1.5159e+00
   7.5854e-02  -1.5144e+00
   7.5967e-02  -1.5130e+00
   7.7347e-02  -1.5045e+00
   7.8176e-02  -1.4969e+00
   8.0862e-02  -1.4847e+00
   8.1126e-02  -1.4738e+00
   8.2071e-02  -1.4614e+00
   8.3470e-02  -1.4590e+00
   8.3483e-02  -1.4551e+00
   8.3821e-02  -1.4517e+00
   8.4436e-02  -1.4449e+00
   8.5516e-02  -1.4424e+00
   8.6235e-02  -1.4207e+00
   8.6667e-02  -1.4169e+00
   8.8527e-02  -1.4150e+00
   8.9892e-02  -1.4130e+00
   8.9951e-02  -1.4127e+00
   9.0823e-02  -1.4082e+00
   9.1113e-02  -1.3981e+00
   9.1499e-02  -1.3934e+00
   9.2352e-02  -1.3736e+00
   9.3371e-02  -1.3516e+00
   9.3820e-02  -1.3501e+00
   9.4229e-02  -1.3369e+00
   9.6455e-02  -1.3286e+00
   9.6730e-02  -1.3239e+00
   9.7132e-02  -1.3233e+00
   9.7540e-02  -1.3225e+00
   9.8519e-02  -1.3199e+00
   9.8594e-02  -1.3049e+00
   9.8712e-02  -1.2781e+00
   1.0022e-01  -1.2760e+00
   1.0061e-01  -1.2656e+00
   1.0167e-01  -1.2568e+00
   1.0401e-01  -1.2543e+00
   1.0481e-01  -1.2443e+00
   1.0485e-01  -1.2251e+00
   1.0563e-01  -1.2242e+00
   1.0571e-01  -1.2240e+00
   1.0580e-01  -1.2203e+00
   1.0592e-01  -1.2158e+00
   1.0622e-01  -1.2060e+00
   1.0665e-01  -1.2004e+00
   1.0676e-01  -1.1966e+00
   1.0777e-01  -1.1957e+00
   1.0882e-01  -1.1850e+00
   1.0915e-01  -1.1821e+00
   1.0970e-01  -1.1728e+00
   1.0976e-01  -1.1685e+00
   1.1035e-01  -1.1684e+00
   1.1112e-01  -1.1645e+00
   1.1120e-01  -1.1622e+00
   1.1171e-01  -1.1546e+00
   1.1228e-01  -1.1467e+00
   1.1742e-01  -1.1465e+00
   1.1749e-01  -1.1372e+00
   1.1816e-01  -1.1277e+00
   1.1900e-01  -1.1251e+00
   1.1921e-01  -1.1214e+00
   1.1940e-01  -1.1205e+00
   1.2019e-01  -1.0954e+00
   1.2061e-01  -1.0952e+00
   1.2086e-01  -1.0922e+00
   1.2308e-01  -1.0851e+00
   1.2332e-01  -1.0847e+00
   1.2393e-01  -1.0765e+00
   1.2487e-01  -1.0752e+00
   1.2533e-01  -1.0749e+00
   1.2650e-01  -1.0649e+00
   1.2699e-01  -1.0636e+00
   1.2789e-01  -1.0531e+00
   1.2801e-01  -1.0467e+00
   1.2991e-01  -1.0457e+00
   1.3015e-01  -1.0447e+00
   1.3197e-01  -1.0360e+00
   1.3208e-01  -1.0344e+00
   1.3317e-01  -1.0127e+00
   1.3393e-01  -1.0070e+00
   1.3412e-01  -1.0059e+00
   1.3430e-01  -1.0056e+00
   1.3607e-01  -1.0042e+00
   1.3629e-01  -1.0016e+00
   1.3655e-01  -9.9102e-01
   1.3862e-01  -9.8897e-01
   1.3887e-01  -9.8843e-01
   1.4189e-01  -9.8335e-01
   1.4203e-01  -9.7781e-01
   1.4204e-01  -9.6914e-01
   1.4495e-01  -9.6769e-01
   1.4554e-01  -9.6323e-01
   1.4651e-01  -9.6064e-01
   1.4761e-01  -9.5928e-01
   1.4929e-01  -9.5297e-01
   1.4987e-01  -9.5118e-01
   1.5000e-01  -9.5098e-01
   1.5185e-01  -9.5091e-01
   1.5238e-01  -9.4428e-01
   1.5272e-01  -9.4267e-01
   1.5359e-01  -9.4179e-01
   1.5366e-01  -9.3905e-01
   1.5437e-01  -9.3759e-01
   1.5475e-01  -9.3715e-01
   1.5640e-01  -9.3363e-01
   1.5761e-01  -9.2585e-01
   1.6113e-01  -9.1877e-01
   1.6148e-01  -9.1471e-01
   1.6218e-01  -9.1073e-01
   1.6261e-01  -9.0871e-01
   1.6351e-01  -9.0483e-01
   1.6357e-01  -8.9987e-01
   1.6565e-01  -8.9838e-01
   1.6620e-01  -8.9798e-01
   1.6646e-01  -8.9760e-01
   1.6717e-01  -8.9385e-01
   1.6725e-01  -8.8891e-01
   1.6793e-01  -8.8335e-01
   1.6825e-01  -8.8214e-01
   1.6899e-01  -8.7977e-01
   1.7043e-01  -8.7056e-01
   1.7071e-01  -8.6649e-01
   1.7112e-01  -8.6421e-01
   1.7119e-01  -8.5952e-01
   1.7339e-01  -8.5684e-01
   1.7501e-01  -8.5556e-01
   1.7567e-01  -8.5493e-01
   1.7587e-01  -8.5435e-01
   1.7711e-01  -8.4994e-01
   1.7760e-01  -8.4883e-01
   1.7812e-01  -8.4847e-01
   1.7813e-01  -8.4811e-01
   1.7877e-01  -8.3817e-01
   1.8074e-01  -8.3517e-01
   1.8185e-01  -8.3198e-01
   1.8292e-01  -8.3047e-01
   1.8351e-01  -8.2815e-01
   1.8391e-01  -8.2709e-01
   1.8419e-01  -8.2619e-01
   1.8443e-01  -8.1761e-01
   1.8482e-01  -8.1481e-01
   1.8687e-01  -8.1270e-01
   1.8746e-01  -8.0282e-01
   1.8866e-01  -7.9702e-01
   1.8896e-01  -7.9646e-01
   1.8907e-01  -7.9638e-01
   1.8971e-01  -7.9385e-01
   1.9043e-01  -7.9383e-01
   1.9092e-01  -7.9234e-01
   1.9175e-01  -7.9026e-01
   1.9203e-01  -7.8966e-01
   1.9251e-01  -7.8442e-01
   1.9476e-01  -7.7842e-01
   1.9625e-01  -7.7809e-01
   1.9660e-01  -7.7784e-01
   1.9666e-01  -7.7447e-01
   1.9705e-01  -7.7369e-01
   1.9781e-01  -7.7023e-01
   1.9812e-01  -7.6475e-01
   1.9986e-01  -7.5863e-01
   2.0549e-01  -7.5813e-01
   2.0567e-01  -7.5624e-01
   2.0598e-01  -7.4071e-01
   2.0603e-01  -7.2580e-01
   2.0774e-01  -7.2016e-01
   2.0846e-01  -7.1585e-01
   2.0893e-01  -7.0716e-01
   2.0895e-01  -7.0226e-01
   2.0941e-01  -6.8943e-01
   2.1203e-01  -6.8884e-01
   2.1216e-01  -6.8783e-01
   2.1260e-01  -6.8156e-01
   2.1602e-01  -6.7402e-01
   2.1756e-01  -6.7180e-01
   2.1868e-01  -6.7121e-01
   2.2175e-01  -6.6911e-01
   2.2381e-01  -6.6485e-01
   2.2404e-01  -6.6074e-01
   2.2592e-01  -6.5898e-01
   2.2619e-01  -6.5627e-01
   2.2766e-01  -6.5477e-01
   2.2784e-01  -6.5405e-01
   2.2867e-01  -6.5286e-01
   2.2895e-01  -6.4791e-01
   2.2898e-01  -6.3441e-01
   2.3049e-01  -6.3271e-01
   2.3159e-01  -6.3269e-01
   2.3478e-01  -6.3052e-01
   2.3483e-01  -6.3005e-01
   2.3623e-01  -6.2909e-01
   2.3728e-01  -6.2482e-01
   2.3737e-01  -6.2349e-01
   2.3992e-01  -6.1963e-01
   2.3993e-01  -6.1941e-01
   2.3995e-01  -6.1868e-01
   2.4048e-01  -6.1859e-01
   2.4071e-01  -6.1551e-01
   2.4169e-01  -6.1462e-01
   2.4249e-01  -6.0387e-01
   2.4279e-01  -6.0352e-01
   2.4285e-01  -5.9435e-01
   2.4352e-01  -5.8613e-01
   2.4673e-01  -5.8459e-01
   2.5104e-01  -5.8263e-01
   2.5108e-01  -5.8171e-01
   2.5181e-01  -5.8080e-01
   2.5428e-01  -5.8001e-01
   2.5479e-01  -5.7483e-01
   2.5510e-01  -5.7413e-01
   2.5539e-01  -5.7076e-01
   2.5644e-01  -5.6438e-01
   2.5751e-01  -5.6137e-01
   2.5761e-01  -5.5906e-01
   2.5779e-01  -5.5566e-01
   2.5806e-01  -5.5119e-01
   2.5987e-01  -5.4199e-01
   2.6073e-01  -5.3682e-01
   2.6187e-01  -5.3521e-01
   2.6215e-01  -5.3420e-01
   2.6221e-01  -5.3410e-01
   2.6248e-01  -5.3047e-01
   2.6297e-01  -5.2794e-01
   2.6380e-01  -5.2778e-01
   2.6478e-01  -5.2481e-01
   2.6528e-01  -5.1599e-01
   2.6618e-01  -5.0508e-01
   2.6647e-01  -5.0507e-01
   2.6906e-01  -5.0399e-01
   2.6912e-01  -5.0003e-01
   2.7027e-01  -4.9769e-01
   2.7029e-01  -4.9494e-01
   2.7294e-01  -4.9272e-01
   2.7603e-01  -4.9218e-01
   2.7692e-01  -4.8890e-01
   2.7850e-01  -4.8401e-01
   2.8101e-01  -4.8281e-01
   2.8187e-01  -4.8223e-01
   2.8584e-01  -4.8065e-01
   2.8750e-01  -4.7887e-01
   2.8785e-01  -4.7599e-01
   2.8798e-01  -4.7324e-01
   2.8906e-01  -4.6882e-01
   2.9019e-01  -4.6575e-01
   2.9044e-01  -4.5989e-01
   2.9157e-01  -4.5221e-01
   2.9198e-01  -4.4926e-01
   2.9397e-01  -4.4910e-01
   2.9407e-01  -4.4844e-01
   2.9415e-01  -4.4830e-01
   2.9553e-01  -4.4377e-01
   2.9632e-01  -4.4250e-01
   2.9668e-01  -4.4043e-01
   2.9735e-01  -4.3842e-01
   2.9824e-01  -4.2713e-01
   2.9923e-01  -4.2696e-01
   2.9994e-01  -4.2596e-01
   3.0125e-01  -4.2587e-01
   3.0131e-01  -4.2343e-01
   3.0145e-01  -4.2292e-01
   3.0635e-01  -4.2185e-01
   3.0737e-01  -4.2034e-01
   3.1110e-01  -4.1593e-01
   3.1122e-01  -4.1489e-01
   3.1272e-01  -4.0492e-01
   3.1343e-01  -4.0418e-01
   3.1581e-01  -4.0032e-01
   3.1643e-01  -3.9360e-01
